Date,Close
2023-01-01,100.60383377670652
2023-01-02,99.46792827460563
2023-01-03,99.85028574517868
2023-01-04,101.32460048108904
2023-01-05,99.82685418371389
2023-01-06,96.96518061630381
2023-01-07,97.0371868621325
2023-01-08,97.77404372887469
2023-01-09,98.59496659567905
2023-01-10,97.66645653732955
2023-01-11,98.49693210145227
2023-01-12,98.34783776601381
2023-01-13,98.4121530625815
2023-01-14,98.58620393934766
2023-01-15,97.10394868312103
2023-01-16,97.34148591521397
2023-01-17,98.03607624162184
2023-01-18,97.33551042571447
2023-01-19,95.8655947585859
2023-01-20,97.03082228704757
2023-01-21,96.27452402392451
2023-01-22,94.83180003703092
2023-01-23,95.3236997023335
2023-01-24,96.42554648982511
2023-01-25,98.18530578869114
2023-01-26,99.4154486877042
2023-01-27,98.36851926174265
2023-01-28,97.993363667065
2023-01-29,97.3274326534817
2023-01-30,95.55379601196309
2023-01-31,95.7989947319899
2023-02-01,95.80008634117078
2023-02-02,92.73219097066298
2023-02-03,91.25062303308398
2023-02-04,90.59728904150083
2023-02-05,90.32936471292467
2023-02-06,88.32573705882606
2023-02-07,88.01582729339819
2023-02-08,87.04932499732531
2023-02-09,86.24791557666167
2023-02-10,88.18425172121272
2023-02-11,88.75861876307069
2023-02-12,89.23374905595668
2023-02-13,88.61247007350815
2023-02-14,87.93664123666305
2023-02-15,88.76626024403829
2023-02-16,87.88951180824847
2023-02-17,88.357030165292
2023-02-18,87.95896100707722
2023-02-19,87.58969875862391
2023-02-20,87.60454628316985
2023-02-21,88.68902115886638
2023-02-22,88.26402151016512
2023-02-23,88.93590062885117
2023-02-24,89.77867151853442
2023-02-25,90.36899666261603
2023-02-26,92.28278841895806
2023-02-27,95.44793848857489
2023-02-28,95.51317995453437
2023-03-01,93.78877228845522
2023-03-02,95.80952871997164
2023-03-03,95.29453371126762
2023-03-04,94.6745953880036
2023-03-05,95.41177064194464
2023-03-06,96.67139832259532
2023-03-07,96.76082851225503
2023-03-08,97.39445320260995
2023-03-09,97.27119300403145
2023-03-10,97.0804246139753
2023-03-11,98.76338636811754
2023-03-12,97.88348237433745
2023-03-13,97.11212143205005
2023-03-14,97.88818777312999
2023-03-15,97.78239799341523
2023-03-16,95.37099076895133
2023-03-17,95.61821222592643
2023-03-18,95.10915529865292
2023-03-19,93.67332808881015
2023-03-20,93.1231354773081
2023-03-21,95.11821421985653
2023-03-22,94.93171189308828
2023-03-23,95.29335814340139
2023-03-24,97.12545961718908
2023-03-25,97.76245612438834
2023-03-26,97.97271688647413
2023-03-27,99.56213899274088
2023-03-28,98.68142214224751
2023-03-29,99.54658282389448
2023-03-30,99.63317260520931
2023-03-31,100.75725055059124
2023-04-01,98.92302416516476
2023-04-02,98.36006208975085
2023-04-03,99.48897922190658
2023-04-04,100.31078606339071
2023-04-05,100.11984895906642
2023-04-06,100.83042009590184
2023-04-07,100.45009067621969
2023-04-08,101.11648493090128
2023-04-09,102.28299536437122
2023-04-10,102.30544452850029
2023-04-11,102.77695426088242
2023-04-12,102.81569973527338
2023-04-13,101.46209118269272
2023-04-14,101.2767257980048
2023-04-15,100.7154553853885
2023-04-16,99.10470316507477
2023-04-17,98.1143702969058
2023-04-18,99.88939301492009
2023-04-19,100.40931575267025
2023-04-20,99.5410919674193
2023-04-21,99.08198445586247
2023-04-22,100.74356334474825
2023-04-23,99.95322167933008
2023-04-24,100.99603172422152
2023-04-25,102.76657144443253
2023-04-26,104.22398929327015
2023-04-27,105.87405841449872
2023-04-28,105.6983391688505
2023-04-29,106.55884785247662
2023-04-30,108.40563960433133
2023-05-01,109.19225997942675
2023-05-02,110.12302129148381
2023-05-03,109.04054743238261
2023-05-04,107.82038733693113
2023-05-05,107.05791794229891
